200	0
220	0
240	0
260	0
280	0
300	3
320	17
340	20
360	25
380	25
400	25
420	23
440	22
460	19
480	14
500	12
520	11
540	10
560	8
580	5
600	2
620	0
640	0
660	0
680	0
700	0
720	0
